text,label
Good morning CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Act fast to resolve this.,Digital Arrest Scam
"Hello Alert: Your transaction of 15,00,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately.",OTP Scam
"Hey I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 5,00,000 rupees in your account. Have a good day.",QR Code Scam
"Hey Hello, I am the branch manager of Punjab National Bank. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Thanks.",Bank KYC Scam
Are we still meeting for lunch at 4:00 PM today? Let me know.,Safe
"Good morning Get instant personal loans up to 25,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Thanks.",Loan Scam
"Respected sir/madam Hello, this is to confirm your doctor appointment scheduled for tomorrow at 11:30 PM. Please reply soon.",Safe
"Respected sir/madam Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Do not ignore this message.",QR Code Scam
"Hey Dear customer, your credit card point redemption request for 1,50,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Please reply soon.",OTP Scam
"Dear customer Invest in the presale of the next 100x meme coin! Transfer Bitcoin or Bitcoin to our contract address. Get early allocation. The coin list on Binance next week, buy now. Let me know.",Crypto Scam
"Hello Hello, I am the branch manager of HDFC. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Do not ignore this message.",Bank KYC Scam
"Hi, I have sent you a payment request of 10,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Let me know.",QR Code Scam
Hi there Double your Solana and Solana today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Regards.,Crypto Scam
"Respected sir/madam Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Thanks.",Job Scam
I have completed the code review for the pull request. Let's merge it. Act fast to resolve this.,Safe
"Hey Dear customer, your credit card point redemption request for 15,00,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received.",OTP Scam
"Hi there Hello, I am the branch manager of Axis Bank. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update.",Bank KYC Scam
"Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 44000 rupees into the customs account so they deliver it. Act fast to resolve this.",Romance Scam
"Congratulations! Your loan application for 25,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Let me know.",Loan Scam
"Hi Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 50,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
Hi I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer Sanjay Kumar wants tax clearance fee. Please help me pay it.,Romance Scam
"Honey, my card is blocked while traveling. Can you please pay 37000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive. Regards.",Romance Scam
Hey Happy birthday! Wishing you a wonderful year ahead filled with joy.,Safe
"I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 15,00,000 rupees in your account. Please reply soon.",QR Code Scam
Dear customer I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer Sanjay Kumar wants tax clearance fee. Please help me pay it.,Romance Scam
"Hey Alert: Your transaction of 10,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Let me know.",OTP Scam
"Dear customer Congratulations! Your loan application for 1,50,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Regards.",Loan Scam
"Hello, this is to confirm your doctor appointment scheduled for tomorrow at 5:00 AM. Regards.",Safe
"Dear customer, your credit card point redemption request for 50,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received.",OTP Scam
"Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Sanjay Kumar here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years.",Digital Arrest Scam
"Hey Alert: Your transaction of 10,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Please reply soon.",OTP Scam
"Hello Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Officer Mishra here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years.",Digital Arrest Scam
"Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 43000 rupees into the customs account so they deliver it. Please reply soon.",Romance Scam
"Hey, can you please transfer 50,000 rupees to my account for the concert tickets? Act fast to resolve this.",Safe
Dear customer Double your Bitcoin and Bitcoin today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed.,Crypto Scam
"Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 32000 rupees into the customs account so they deliver it. Thanks.",Romance Scam
"Hello Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account.",Job Scam
"Good morning Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 25,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Do not ignore this message.",Job Scam
"Honey, my card is blocked while traveling. Can you please pay 34000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive.",Romance Scam
"Respected sir/madam This is Officer Mishra calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 5,00,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest. Act fast to resolve this.",Digital Arrest Scam
"Good morning Hi, I am HR manager at Google Maps rating. We have a vacancy for part-time assistant. Earn 5,00,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Have a good day.",Job Scam
"Welcome to the VIP trading group 'VIP Stock Academy' hosted by David. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 15,00,000 rupees made by our members. To start trading, deposit money into our institutional account. Thanks.",Investment Scam
"Respected sir/madam Dear customer, your credit card point redemption request for 10,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Regards.",OTP Scam
"I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 15,00,000 rupees in your account.",QR Code Scam
"Hello Hi, I am from the DHL delivery service. I am standing near your gate but I need a 6-digit OTP to deliver your package. Please read out the OTP sent to your phone. Do not ignore this message.",OTP Scam
"Good morning Exclusive crypto arbitrage signals! Sign up on our private exchange and buy USDT at low price, sell at high price. Deposit at least 500 USDT to activate the bot.",Crypto Scam
"Alert: Your transaction of 50,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Regards.",OTP Scam
"Hi Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now.",OTP Scam
"Earn 1,50,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now.",Job Scam
"Good morning Scan this scan card QR code to claim your cashback voucher of 15,00,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Please reply soon.",QR Code Scam
"Respected sir/madam Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Have a good day.",QR Code Scam
"Hey Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital. Act fast to resolve this.",Job Scam
"Respected sir/madam Hello, I am the branch manager of Axis Bank. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Please reply soon.",Bank KYC Scam
"Earn 5,00,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now.",Job Scam
Can you send me the address of the restaurant we visited last weekend? Have a good day.,Safe
"Earn 15,00,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now.",Job Scam
"Respected sir/madam Congratulations! Your loan application for 10,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Regards.",Loan Scam
Dear customer I am officer Megnand Sharma from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification.,Digital Arrest Scam
"My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 1,50,000 cash. The customs agent at airport called. You must pay 20000 rupees clearance fee to release it.",Romance Scam
"Hey Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Amit Shah here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Let me know.",Digital Arrest Scam
"Hey, can you please transfer 1,50,000 rupees to my account for the concert tickets? Please reply soon.",Safe
Hi there CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Have a good day.,Digital Arrest Scam
"Respected sir/madam Invest in the presale of the next 100x meme coin! Transfer USDT or USDT to our contract address. Get early allocation. The coin list on Binance next week, buy now. Have a good day.",Crypto Scam
"Hi Hi, I am from the BlueDart delivery service. I am standing near your gate but I need a 6-digit OTP to deliver your package. Please read out the OTP sent to your phone. Do not ignore this message.",OTP Scam
"Hi Congratulations! Your loan application for 10,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Do not ignore this message.",Loan Scam
"Good morning Hello, I am the branch manager of SBI. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update.",Bank KYC Scam
"Hi there Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP.",Bank KYC Scam
"Hi, I have sent you a payment request of 1,50,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Please reply soon.",QR Code Scam
"Hi Invest in the presale of the next 100x meme coin! Transfer USDT or USDT to our contract address. Get early allocation. The coin list on Binance next week, buy now.",Crypto Scam
"Good morning Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 39000 rupees into the customs account so they deliver it. Regards.",Romance Scam
"Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 10,000 rupees today and trade under supervision of Megnand Sharma. Let me know.",Investment Scam
"Hello Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Do not ignore this message.",QR Code Scam
Respected sir/madam Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://login-punjabnationalbank.com,Bank KYC Scam
"Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Ethereum to the wallet address, and watch your balance grow. Withdraw anytime. Let me know.",Crypto Scam
"Respected sir/madam Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Do not ignore this message.",Job Scam
Good morning Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership. Act fast to resolve this.,Investment Scam
"Hi Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 25,000 rupees today and trade under supervision of Tina.",Investment Scam
"Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Doge to the wallet address, and watch your balance grow. Withdraw anytime. Thanks.",Crypto Scam
"Hi there Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Bitcoin at low price, sell at high price. Deposit at least 500 Bitcoin to activate the bot. Thanks.",Crypto Scam
Double your USDT and USDT today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Do not ignore this message.,Crypto Scam
"Respected sir/madam Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Bitcoin at low price, sell at high price. Deposit at least 500 Bitcoin to activate the bot. Thanks.",Crypto Scam
"Hello Hi, I have sent you a payment request of 50,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account.",QR Code Scam
"Hello Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 33000 rupees into the customs account so they deliver it. Thanks.",Romance Scam
"Dear customer Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://secure-hdfc.com Act fast to resolve this.",Loan Scam
"Dear customer I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 50,000 rupees in your account. Thanks.",QR Code Scam
Respected sir/madam Happy birthday! Wishing you a wonderful year ahead filled with joy. Regards.,Safe
"Hi there Welcome to the VIP trading group 'Wealth Creators Club' hosted by Megnand Sharma. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 10,000 rupees made by our members. To start trading, deposit money into our institutional account. Thanks.",Investment Scam
Can you send me the address of the restaurant we visited last weekend? Have a good day.,Safe
"Hello Alert: Your transaction of 50,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately.",OTP Scam
"Dear customer Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 24000 rupees into the customs account so they deliver it. Let me know.",Romance Scam
Hi there Emergency loan offer! Loans up to 10 lakhs. We only require processing charge upfront. Pay now or your loan file will be cancelled and blacklisted from all banks.,Loan Scam
"Respected sir/madam Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Do not ignore this message.",OTP Scam
"Good morning Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://login-icici.com Regards.",Loan Scam
"Respected sir/madam Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Vikram Rathore here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Act fast to resolve this.",Digital Arrest Scam
I have completed the code review for the pull request. Let's merge it. Have a good day.,Safe
"Hi, I have sent you a payment request of 50,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Act fast to resolve this.",QR Code Scam
Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Please reply soon.,Investment Scam
Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership.,Investment Scam
"Earn 25,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now. Do not ignore this message.",Job Scam
Hello Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership. Have a good day.,Investment Scam
"Hey, can you please transfer 25,000 rupees to my account for the concert tickets? Have a good day.",Safe
Hi Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://verification-hdfc.com Thanks.,Bank KYC Scam
Hi there CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Act fast to resolve this.,Digital Arrest Scam
"Hey I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 5,00,000 rupees in your account.",QR Code Scam
"Honey, my card is blocked while traveling. Can you please pay 35000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive. Please reply soon.",Romance Scam
"Good morning Hello, I am the branch manager of HDFC. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Let me know.",Bank KYC Scam
Hello Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://verification-axisbank.com Do not ignore this message.,Bank KYC Scam
"Hi there Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Do not ignore this message.",OTP Scam
"Good morning My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 25,000 cash. The customs agent at airport called. You must pay 25000 rupees clearance fee to release it.",Romance Scam
"Hi Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Please reply soon.",Job Scam
"Invest in the presale of the next 100x meme coin! Transfer Bitcoin or Bitcoin to our contract address. Get early allocation. The coin list on Binance next week, buy now. Let me know.",Crypto Scam
"Hi, I have sent you a payment request of 15,00,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Let me know.",QR Code Scam
"Respected sir/madam Hi, I am HR manager at Google Maps rating. We have a vacancy for part-time assistant. Earn 10,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Act fast to resolve this.",Job Scam
"Hi, I am HR manager at Google Maps rating. We have a vacancy for part-time assistant. Earn 50,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Please reply soon.",Job Scam
"Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now.",OTP Scam
"Hey Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Let me know.",QR Code Scam
Hi there Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership.,Investment Scam
Dear customer Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://update-axisbank.com Act fast to resolve this.,Bank KYC Scam
"Honey, my card is blocked while traveling. Can you please pay 34000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive. Have a good day.",Romance Scam
CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Have a good day.,Digital Arrest Scam
Hi there Are we still meeting for lunch at 2:00 AM today? Let me know. Please reply soon.,Safe
I am officer Officer Mishra from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification. Let me know.,Digital Arrest Scam
"My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 50,000 cash. The customs agent at airport called. You must pay 12000 rupees clearance fee to release it. Regards.",Romance Scam
Good morning Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Act fast to resolve this.,Investment Scam
"Respected sir/madam Honey, my card is blocked while traveling. Can you please pay 13000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive.",Romance Scam
"Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Solana at low price, sell at high price. Deposit at least 500 Solana to activate the bot. Act fast to resolve this.",Crypto Scam
"Exclusive crypto arbitrage signals! Sign up on our private exchange and buy USDT at low price, sell at high price. Deposit at least 500 USDT to activate the bot. Have a good day.",Crypto Scam
"Good morning Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Thanks.",QR Code Scam
"Dear customer, your credit card point redemption request for 5,00,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Have a good day.",OTP Scam
"Respected sir/madam Dear customer, your credit card point redemption request for 15,00,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Thanks.",OTP Scam
Hey Emergency loan offer! Loans up to 10 lakhs. We only require processing charge upfront. Pay now or your loan file will be cancelled and blacklisted from all banks. Let me know.,Loan Scam
Hi there Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership. Have a good day.,Investment Scam
Respected sir/madam Are we still meeting for lunch at 10:15 AM today? Let me know. Have a good day.,Safe
Good morning Your package from Amazon is out for delivery and will reach you by 5:15 PM. Regards.,Safe
"Hello Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Please reply soon.",Job Scam
"Good morning Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP. Act fast to resolve this.",Bank KYC Scam
"I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 5,00,000 rupees in your account. Act fast to resolve this.",QR Code Scam
Hi I am officer Sanjay Kumar from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification. Please reply soon.,Digital Arrest Scam
"Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Sanjay Kumar here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Do not ignore this message.",Digital Arrest Scam
"Dear customer Hi, I have sent you a payment request of 25,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Regards.",QR Code Scam
"Good morning Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://secure-kotakmahindra.com Regards.",Loan Scam
"Hi there Hi, I am HR manager at Tik Tok Ads. We have a vacancy for part-time assistant. Earn 15,00,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
"Hi there Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 50,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Please reply soon.",Job Scam
"Dear customer Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://update-kotakmahindra.com Have a good day.",Loan Scam
"Good morning Hey, can you please transfer 10,000 rupees to my account for the concert tickets? Regards.",Safe
Respected sir/madam CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup.,Digital Arrest Scam
"Get instant personal loans up to 25,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately.",Loan Scam
"Hi Honey, my card is blocked while traveling. Can you please pay 43000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive. Do not ignore this message.",Romance Scam
Dear customer Emergency loan offer! Loans up to 10 lakhs. We only require processing charge upfront. Pay now or your loan file will be cancelled and blacklisted from all banks. Regards.,Loan Scam
Hi I am officer Sanjay Kumar from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification.,Digital Arrest Scam
"Hey, can you please transfer 50,000 rupees to my account for the concert tickets? Regards.",Safe
"Hi there Hi, I am HR manager at Tik Tok Ads. We have a vacancy for part-time assistant. Earn 5,00,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Act fast to resolve this.",Job Scam
Hi Happy birthday! Wishing you a wonderful year ahead filled with joy.,Safe
Hey Double your Solana and Solana today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Have a good day.,Crypto Scam
"Hi Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 15,00,000 rupees today and trade under supervision of Officer Mishra. Do not ignore this message.",Investment Scam
"Good morning Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Officer Mishra here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years.",Digital Arrest Scam
"Hi there Dear customer, your credit card point redemption request for 50,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Let me know.",OTP Scam
"Dear customer Get instant personal loans up to 25,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Do not ignore this message.",Loan Scam
"Hi there Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Regards.",OTP Scam
"Hi Hello, I am the branch manager of SBI. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Have a good day.",Bank KYC Scam
"Hello Congratulations! Your loan application for 1,50,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Let me know.",Loan Scam
"Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 15,00,000 rupees today and trade under supervision of Sanjay Kumar.",Investment Scam
"Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://login-kotakmahindra.com Please reply soon.",Loan Scam
"Hello Scan this scan card QR code to claim your cashback voucher of 25,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Let me know.",QR Code Scam
"Good morning Scan this scan card QR code to claim your cashback voucher of 50,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Do not ignore this message.",QR Code Scam
"Hi, I have sent you a payment request of 5,00,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Let me know.",QR Code Scam
"Good morning Scan this scan card QR code to claim your cashback voucher of 25,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account.",QR Code Scam
"Get instant personal loans up to 5,00,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately.",Loan Scam
"Respected sir/madam Alert: Your transaction of 15,00,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Regards.",OTP Scam
Happy birthday! Wishing you a wonderful year ahead filled with joy.,Safe
Good morning I am officer Tina from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification. Regards.,Digital Arrest Scam
"Hi Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Megnand Sharma here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Let me know.",Digital Arrest Scam
"Good morning Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Bitcoin to the wallet address, and watch your balance grow. Withdraw anytime.",Crypto Scam
"Hello Get instant personal loans up to 25,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Let me know.",Loan Scam
"Dear customer Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Doge to the wallet address, and watch your balance grow. Withdraw anytime.",Crypto Scam
