conversation_id,scammer_message,user_response,response_type,scam_tactic,risk_score,risk_level,effectiveness_score,timestamp,urgency_keywords,fake_fee_mentions,emotional_manipulation,isolation_attempts,authority_claims,threat_indicators,total_scam_indicators,contains_verification,contains_refusal,contains_expertise,response_strength,is_scam,scam_category,user_success
SCAM_0301,I will lose my job if you don't pay,I'll check with the bank first,questioning,threat,10,critical,3,2025-02-21 12:01:33,0,1,0,0,0,1,2,1,0,0,3,1,threat,0
SCAM_0302,There are limited offers today only,I'll think about it,counter_attack,isolation,10,critical,5,2025-02-17 19:49:12,0,0,0,0,0,0,0,0,0,0,5,1,isolation,1
SCAM_0303,This is a mandatory security procedure,I'll report to the authorities,delaying,fake_authority,7,high,4,2025-08-17 15:03:22,0,0,0,0,2,0,2,0,0,0,4,1,fake_authority,1
SCAM_0304,International transfer authorization code,This is obvious scam,refusing,fake_authority,7,high,5,2025-05-28 02:07:13,0,0,0,0,0,0,0,0,0,0,5,1,fake_authority,1
SCAM_0305,I will lose my job if you don't pay,I'll report to the authorities,refusing,emotional_manipulation,5,medium,5,2025-08-02 02:15:44,0,1,0,0,0,1,2,0,0,0,5,1,emotional_manipulation,1
SCAM_0306,Currency conversion fee mandatory,I need to consult with financial advisor,expert_mention,isolation,8,high,4,2024-11-24 12:53:30,0,1,0,0,1,0,2,0,0,0,4,1,isolation,1
SCAM_0307,I will lose my job if you don't pay,The bank confirmed these requirements don't exist,refusing,emotional_manipulation,7,high,5,2025-06-27 00:31:18,0,1,0,0,0,1,2,1,0,0,5,1,emotional_manipulation,1
SCAM_0308,Your account will be blocked if you don't pay,The bank confirmed these requirements don't exist,expert_mention,emotional_manipulation,7,high,4,2025-06-15 22:11:34,0,1,0,0,0,1,2,1,0,0,4,1,emotional_manipulation,1
SCAM_0309,Urgent payment required to unlock funds,This contradicts standard banking procedures,questioning,fake_fee,8,high,4,2025-06-10 18:31:14,1,1,0,0,0,0,2,0,0,0,4,1,fake_fee,1
SCAM_0310,Currency conversion fee mandatory,I'll think about it,questioning,fake_fee,10,critical,5,2024-12-08 07:49:43,0,1,0,0,1,0,2,0,0,0,5,1,fake_fee,1
SCAM_0311,Document processing fee,Why the rush?,verification,threat,9,critical,4,2025-04-20 16:59:52,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0312,This is 100% legitimate process,I'll check with the bank first,questioning,fake_authority,8,high,3,2025-06-11 04:23:11,0,0,0,0,0,0,0,1,0,0,3,1,fake_authority,0
SCAM_0313,You need to pay IMF code to withdraw your salary,I'll check the company's official website,refusing,urgency,7,high,5,2025-07-06 22:17:57,0,1,0,0,0,0,1,1,0,0,5,1,urgency,1
SCAM_0314,Currency conversion fee mandatory,I prefer to wait for official communication,expert_mention,threat,10,critical,4,2025-08-09 10:27:12,0,1,0,0,1,0,2,0,0,0,4,1,threat,1
SCAM_0315,Emergency service charge,Can you provide official documentation?,refusing,threat,10,critical,4,2025-03-06 12:30:05,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0316,Your account will be blocked if you don't pay,Can you provide official documentation?,expert_mention,fake_fee,9,critical,4,2025-01-13 14:55:12,0,1,0,0,0,1,2,0,0,0,4,1,fake_fee,1
SCAM_0317,There are additional fees required for transaction,I'll verify with official sources,questioning,urgency,8,high,3,2025-06-08 19:39:51,0,1,0,0,0,0,1,1,0,0,3,1,urgency,0
SCAM_0318,Urgent payment required to unlock funds,Can you provide official documentation?,delaying,threat,9,critical,3,2025-06-23 22:32:33,1,1,0,0,0,0,2,0,0,0,3,1,threat,0
SCAM_0319,Account activation charge,This contradicts standard banking procedures,questioning,emotional_manipulation,7,high,4,2025-10-02 07:35:54,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0320,Trust me my dear,Let me verify this with customer service,questioning,isolation,9,critical,3,2025-11-13 05:49:14,0,0,2,0,0,0,2,1,0,0,3,1,isolation,0
SCAM_0321,There are additional fees required for transaction,There is no such thing as IMF code,refusing,threat,10,critical,4,2025-11-22 11:48:12,0,1,0,0,0,0,1,0,1,0,4,1,threat,1
SCAM_0322,There are limited offers today only,"I have enough money, I don't need to withdraw now",refusing,fake_fee,9,critical,5,2025-08-14 02:18:40,0,0,0,0,0,0,0,0,1,0,5,1,fake_fee,1
SCAM_0323,You must pay immediately before expiration,This contradicts standard banking procedures,delaying,isolation,10,critical,4,2025-03-06 17:36:18,1,1,0,0,0,0,2,0,0,0,4,1,isolation,1
SCAM_0324,You must pay immediately before expiration,I'll check the company's official website,counter_attack,urgency,6,high,5,2025-10-06 05:27:59,1,1,0,0,0,0,2,1,0,0,5,1,urgency,1
SCAM_0325,There are additional fees required for transaction,"I have enough money, I don't need to withdraw now",delaying,fake_fee,10,critical,3,2024-11-28 02:52:00,0,1,0,0,0,0,1,0,1,0,3,1,fake_fee,0
SCAM_0326,Emergency service charge,This seems suspicious,questioning,urgency,8,high,5,2024-12-29 14:10:26,0,1,0,0,0,0,1,0,0,0,5,1,urgency,1
SCAM_0327,You must pay immediately before expiration,This is obvious scam,questioning,urgency,7,high,5,2025-05-21 21:55:27,1,1,0,0,0,0,2,0,0,0,5,1,urgency,1
SCAM_0328,This is a mandatory security procedure,Let me verify this with customer service,refusing,threat,10,critical,4,2025-05-30 02:14:59,0,0,0,0,2,0,2,1,0,0,4,1,threat,1
SCAM_0329,There are limited offers today only,Why the rush?,expert_mention,isolation,9,critical,5,2025-08-28 14:21:14,0,0,0,0,0,0,0,0,0,0,5,1,isolation,1
SCAM_0330,This is 100% legitimate process,I prefer to wait for official communication,questioning,fake_authority,9,critical,3,2025-07-12 12:32:19,0,0,0,0,0,0,0,0,0,0,3,1,fake_authority,0
SCAM_0331,This is a mandatory security procedure,There is no such thing as IMF code,counter_attack,emotional_manipulation,4,medium,5,2025-07-10 00:49:39,0,0,0,0,2,0,2,0,1,0,5,1,emotional_manipulation,1
SCAM_0332,You must pay immediately before expiration,I'll verify with official sources,counter_attack,urgency,8,high,4,2025-03-15 13:25:01,1,1,0,0,0,0,2,1,0,0,4,1,urgency,1
SCAM_0333,Don't talk to the bank about this,I prefer to wait for official communication,questioning,threat,10,critical,5,2025-05-29 22:27:21,0,0,0,0,0,0,0,0,0,0,5,1,threat,1
SCAM_0334,Tax clearance certificate fee required,I prefer to wait for official communication,verification,fake_authority,9,critical,5,2024-12-05 08:04:08,0,1,0,0,0,0,1,0,0,0,5,1,fake_authority,1
SCAM_0335,Account activation charge,This doesn't make sense,refusing,fake_fee,10,critical,4,2025-02-22 14:49:15,0,1,0,0,0,0,1,0,0,0,4,1,fake_fee,1
SCAM_0336,Don't talk to the bank about this,This seems suspicious,refusing,isolation,9,critical,4,2025-11-09 23:59:31,0,0,0,0,0,0,0,0,0,0,4,1,isolation,1
SCAM_0337,This is 100% legitimate process,I'll think about it,refusing,fake_authority,9,critical,5,2025-09-11 19:19:56,0,0,0,0,0,0,0,0,0,0,5,1,fake_authority,1
SCAM_0338,Don't talk to the bank about this,I prefer to wait for official communication,delaying,emotional_manipulation,5,medium,4,2024-11-24 07:03:12,0,0,0,0,0,0,0,0,0,0,4,1,emotional_manipulation,1
SCAM_0339,Follow the instructions exactly,I'll check the company's official website,verification,emotional_manipulation,4,medium,5,2025-06-11 03:34:05,0,0,0,0,0,0,0,1,0,0,5,1,emotional_manipulation,1
SCAM_0340,There are additional fees required for transaction,Can you provide official documentation?,expert_mention,fake_fee,9,critical,4,2025-10-06 09:57:37,0,1,0,0,0,0,1,0,0,0,4,1,fake_fee,1
SCAM_0341,I will lose my job if you don't pay,I need to consult with financial advisor,verification,fake_authority,8,high,4,2025-03-10 06:48:48,0,1,0,0,0,1,2,0,0,0,4,1,fake_authority,1
SCAM_0342,You need to pay IMF code to withdraw your salary,"I'm not in a hurry, I can wait",expert_mention,emotional_manipulation,6,high,5,2025-09-19 18:04:06,0,1,0,0,0,0,1,0,1,0,5,1,emotional_manipulation,1
SCAM_0343,Urgent payment required to unlock funds,"I have enough money, I don't need to withdraw now",questioning,threat,9,critical,4,2025-02-19 07:44:50,1,1,0,0,0,0,2,0,1,0,4,1,threat,1
SCAM_0344,Your account will be blocked if you don't pay,Let me verify this with customer service,verification,threat,9,critical,5,2024-12-04 11:39:32,0,1,0,0,0,1,2,1,0,0,5,1,threat,1
SCAM_0345,This is your last chance to withdraw,I'll verify with official sources,delaying,threat,9,critical,4,2025-07-22 19:35:22,0,0,0,0,0,0,0,1,0,0,4,1,threat,1
SCAM_0346,You need to pay IMF code to withdraw your salary,I prefer to wait for official communication,verification,emotional_manipulation,5,medium,4,2025-03-16 10:06:02,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0347,There are limited offers today only,I'll think about it,counter_attack,isolation,9,critical,4,2025-07-02 15:22:58,0,0,0,0,0,0,0,0,0,0,4,1,isolation,1
SCAM_0348,Follow the instructions exactly,This seems suspicious,delaying,isolation,10,critical,4,2025-05-05 08:37:10,0,0,0,0,0,0,0,0,0,0,4,1,isolation,1
SCAM_0349,Emergency service charge,Let me verify this with customer service,verification,fake_authority,8,high,5,2025-03-10 16:46:53,0,1,0,0,0,0,1,1,0,0,5,1,fake_authority,1
SCAM_0350,Follow the instructions exactly,This is obvious scam,counter_attack,isolation,10,critical,4,2025-10-04 07:57:57,0,0,0,0,0,0,0,0,0,0,4,1,isolation,1
SCAM_0351,Currency conversion fee mandatory,I'll wait for technical support response,delaying,fake_authority,9,critical,3,2025-06-03 03:36:14,0,1,0,0,1,0,2,0,0,0,3,1,fake_authority,0
SCAM_0352,Tax clearance certificate fee required,This seems suspicious,refusing,emotional_manipulation,7,high,4,2025-08-08 04:17:38,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0353,Urgent payment required to unlock funds,I'll check the company's official website,counter_attack,fake_fee,7,high,4,2025-02-09 19:56:15,1,1,0,0,0,0,2,1,0,0,4,1,fake_fee,1
SCAM_0354,This is 100% legitimate process,I'll think about it,questioning,urgency,6,high,3,2025-05-13 10:59:51,0,0,0,0,0,0,0,0,0,0,3,1,urgency,0
SCAM_0355,Tax clearance certificate fee required,Why the rush?,counter_attack,fake_fee,8,high,5,2024-12-20 22:28:44,0,1,0,0,0,0,1,0,0,0,5,1,fake_fee,1
SCAM_0356,Your account will be blocked if you don't pay,There is no such thing as IMF code,expert_mention,fake_authority,8,high,4,2025-07-20 18:12:38,0,1,0,0,0,1,2,0,1,0,4,1,fake_authority,1
SCAM_0357,Tax clearance certificate fee required,Let me verify this with customer service,refusing,fake_fee,10,critical,5,2025-09-09 11:22:25,0,1,0,0,0,0,1,1,0,0,5,1,fake_fee,1
SCAM_0358,Trust me my dear,I'll verify with official sources,verification,isolation,10,critical,4,2025-05-24 20:04:37,0,0,2,0,0,0,2,1,0,0,4,1,isolation,1
SCAM_0359,Currency conversion fee mandatory,Let me verify this with customer service,verification,emotional_manipulation,4,medium,4,2025-05-21 09:53:41,0,1,0,0,1,0,2,1,0,0,4,1,emotional_manipulation,1
SCAM_0360,This is a mandatory security procedure,I work in cybersecurity and I know these tactics,verification,isolation,8,high,4,2024-12-16 15:11:02,0,0,0,0,2,0,2,0,1,1,4,1,isolation,1
SCAM_0361,Currency conversion fee mandatory,I'll check the company's official website,refusing,fake_fee,8,high,5,2025-07-10 00:55:28,0,1,0,0,1,0,2,1,0,0,5,1,fake_fee,1
SCAM_0362,There are additional fees required for transaction,"I have enough money, I don't need to withdraw now",counter_attack,urgency,8,high,5,2025-08-13 16:59:49,0,1,0,0,0,0,1,0,1,0,5,1,urgency,1
SCAM_0363,There are limited offers today only,This seems suspicious,delaying,emotional_manipulation,6,high,4,2025-02-04 19:30:01,0,0,0,0,0,0,0,0,0,0,4,1,emotional_manipulation,1
SCAM_0364,Security deposit needed for verification,This seems suspicious,counter_attack,urgency,8,high,4,2024-12-20 11:40:25,0,0,0,0,1,0,1,0,0,0,4,1,urgency,1
SCAM_0365,Currency conversion fee mandatory,I'll check with the bank first,counter_attack,fake_authority,9,critical,5,2025-10-19 16:33:42,0,1,0,0,1,0,2,1,0,0,5,1,fake_authority,1
SCAM_0366,Tax clearance certificate fee required,This doesn't make sense,expert_mention,fake_authority,9,critical,5,2025-02-22 20:06:15,0,1,0,0,0,0,1,0,0,0,5,1,fake_authority,1
SCAM_0367,You need to pay IMF code to withdraw your salary,Let me verify this with customer service,refusing,threat,9,critical,4,2025-08-25 16:02:47,0,1,0,0,0,0,1,1,0,0,4,1,threat,1
SCAM_0368,Trust me my dear,I'll wait for technical support response,questioning,fake_authority,7,high,5,2025-07-03 11:26:48,0,0,2,0,0,0,2,0,0,0,5,1,fake_authority,1
SCAM_0369,Emergency service charge,I'll verify with official sources,verification,isolation,9,critical,4,2025-08-07 12:34:21,0,1,0,0,0,0,1,1,0,0,4,1,isolation,1
SCAM_0370,Emergency service charge,Let me verify this with customer service,expert_mention,threat,10,critical,4,2025-07-17 05:06:21,0,1,0,0,0,0,1,1,0,0,4,1,threat,1
SCAM_0371,This is a mandatory security procedure,Can you provide official documentation?,refusing,threat,10,critical,5,2025-01-29 01:20:44,0,0,0,0,2,0,2,0,0,0,5,1,threat,1
SCAM_0372,I will lose my job if you don't pay,Can you provide official documentation?,counter_attack,fake_fee,8,high,5,2025-08-20 00:01:44,0,1,0,0,0,1,2,0,0,0,5,1,fake_fee,1
SCAM_0373,Currency conversion fee mandatory,I'll wait for technical support response,counter_attack,threat,10,critical,5,2025-09-02 14:20:13,0,1,0,0,1,0,2,0,0,0,5,1,threat,1
SCAM_0374,Urgent payment required to unlock funds,This seems suspicious,refusing,urgency,9,critical,5,2025-06-13 04:32:05,1,1,0,0,0,0,2,0,0,0,5,1,urgency,1
SCAM_0375,I will lose my job if you don't pay,I'll check the company's official website,questioning,isolation,8,high,3,2025-04-21 18:34:30,0,1,0,0,0,1,2,1,0,0,3,1,isolation,0
SCAM_0376,Document processing fee,I'll check with the bank first,delaying,threat,10,critical,4,2025-10-04 20:19:57,0,1,0,0,0,0,1,1,0,0,4,1,threat,1
SCAM_0377,Security deposit needed for verification,"I'm not in a hurry, I can wait",questioning,fake_authority,8,high,3,2025-07-25 10:45:23,0,0,0,0,1,0,1,0,1,0,3,1,fake_authority,0
SCAM_0378,Don't talk to the bank about this,Why the rush?,expert_mention,fake_authority,7,high,5,2025-07-23 19:54:43,0,0,0,0,0,0,0,0,0,0,5,1,fake_authority,1
SCAM_0379,There are limited offers today only,Why the rush?,delaying,emotional_manipulation,7,high,3,2025-06-07 10:09:04,0,0,0,0,0,0,0,0,0,0,3,1,emotional_manipulation,0
SCAM_0380,Security deposit needed for verification,Can you provide official documentation?,expert_mention,fake_authority,9,critical,5,2024-12-08 05:34:10,0,0,0,0,1,0,1,0,0,0,5,1,fake_authority,1
SCAM_0381,Document processing fee,I need to consult with financial advisor,expert_mention,urgency,8,high,4,2025-09-03 11:15:10,0,1,0,0,0,0,1,0,0,0,4,1,urgency,1
SCAM_0382,Your account will be blocked if you don't pay,This contradicts standard banking procedures,refusing,isolation,10,critical,4,2025-09-05 01:23:41,0,1,0,0,0,1,2,0,0,0,4,1,isolation,1
SCAM_0383,Tax clearance certificate fee required,This contradicts standard banking procedures,counter_attack,fake_authority,9,critical,5,2025-01-10 07:50:07,0,1,0,0,0,0,1,0,0,0,5,1,fake_authority,1
SCAM_0384,There are additional fees required for transaction,I need to consult with financial advisor,verification,urgency,7,high,5,2025-03-25 09:06:23,0,1,0,0,0,0,1,0,0,0,5,1,urgency,1
SCAM_0385,Emergency service charge,I'll report to the authorities,refusing,emotional_manipulation,5,medium,4,2025-07-16 17:37:03,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0386,I will lose my job if you don't pay,This seems suspicious,delaying,fake_authority,9,critical,4,2025-06-17 03:14:27,0,1,0,0,0,1,2,0,0,0,4,1,fake_authority,1
SCAM_0387,This is a mandatory security procedure,There is no such thing as IMF code,delaying,isolation,8,high,4,2025-04-07 10:31:09,0,0,0,0,2,0,2,0,1,0,4,1,isolation,1
SCAM_0388,You need to pay IMF code to withdraw your salary,This is obvious scam,counter_attack,isolation,9,critical,4,2025-06-20 11:12:33,0,1,0,0,0,0,1,0,0,0,4,1,isolation,1
SCAM_0389,Document processing fee,This doesn't make sense,counter_attack,threat,9,critical,5,2025-04-28 20:20:21,0,1,0,0,0,0,1,0,0,0,5,1,threat,1
SCAM_0390,Currency conversion fee mandatory,I'll wait for technical support response,expert_mention,isolation,10,critical,4,2025-06-02 11:49:56,0,1,0,0,1,0,2,0,0,0,4,1,isolation,1
SCAM_0391,Emergency service charge,I'll wait for technical support response,expert_mention,fake_fee,9,critical,4,2025-06-17 18:01:37,0,1,0,0,0,0,1,0,0,0,4,1,fake_fee,1
SCAM_0392,Trust me my dear,Why the rush?,expert_mention,threat,10,critical,4,2024-11-25 16:49:39,0,0,2,0,0,0,2,0,0,0,4,1,threat,1
SCAM_0393,This is your last chance to withdraw,Can you provide official documentation?,questioning,isolation,9,critical,3,2025-08-20 11:14:29,0,0,0,0,0,0,0,0,0,0,3,1,isolation,0
SCAM_0394,This is a mandatory security procedure,There is no such thing as IMF code,questioning,fake_fee,7,high,5,2025-08-29 00:19:32,0,0,0,0,2,0,2,0,1,0,5,1,fake_fee,1
SCAM_0395,Urgent payment required to unlock funds,Let me verify this with customer service,questioning,fake_authority,8,high,5,2025-05-11 02:58:11,1,1,0,0,0,0,2,1,0,0,5,1,fake_authority,1
SCAM_0396,Document processing fee,I'll check the company's official website,refusing,emotional_manipulation,7,high,5,2025-05-23 23:44:27,0,1,0,0,0,0,1,1,0,0,5,1,emotional_manipulation,1
SCAM_0397,This is your last chance to withdraw,I'll check the company's official website,questioning,isolation,10,critical,5,2025-05-15 08:33:52,0,0,0,0,0,0,0,1,0,0,5,1,isolation,1
SCAM_0398,There are additional fees required for transaction,I work in cybersecurity and I know these tactics,questioning,threat,9,critical,5,2025-09-25 21:21:28,0,1,0,0,0,0,1,0,1,1,5,1,threat,1
SCAM_0399,I will lose my job if you don't pay,There is no such thing as IMF code,counter_attack,fake_fee,8,high,4,2025-08-29 10:54:45,0,1,0,0,0,1,2,0,1,0,4,1,fake_fee,1
SCAM_0400,Don't talk to the bank about this,"I have enough money, I don't need to withdraw now",questioning,urgency,6,high,5,2025-06-10 08:24:26,0,0,0,0,0,0,0,0,1,0,5,1,urgency,1
SCAM_0401,You must pay immediately before expiration,I work in cybersecurity and I know these tactics,counter_attack,emotional_manipulation,5,medium,4,2024-12-06 11:24:08,1,1,0,0,0,0,2,0,1,1,4,1,emotional_manipulation,1
SCAM_0402,Trust me my dear,"I have enough money, I don't need to withdraw now",counter_attack,urgency,6,high,5,2025-09-27 21:23:18,0,0,2,0,0,0,2,0,1,0,5,1,urgency,1
SCAM_0403,You must pay immediately before expiration,I'll check with the bank first,questioning,urgency,8,high,3,2025-04-02 20:35:53,1,1,0,0,0,0,2,1,0,0,3,1,urgency,0
SCAM_0404,Emergency service charge,There is no such thing as IMF code,verification,urgency,7,high,5,2025-03-17 22:25:09,0,1,0,0,0,0,1,0,1,0,5,1,urgency,1
SCAM_0405,Emergency service charge,"I'm not in a hurry, I can wait",verification,fake_authority,7,high,4,2025-08-10 04:18:57,0,1,0,0,0,0,1,0,1,0,4,1,fake_authority,1
SCAM_0406,There are additional fees required for transaction,There is no such thing as IMF code,expert_mention,emotional_manipulation,4,medium,5,2025-05-18 21:40:35,0,1,0,0,0,0,1,0,1,0,5,1,emotional_manipulation,1
SCAM_0407,You need to pay IMF code to withdraw your salary,I need to consult with financial advisor,verification,fake_fee,9,critical,5,2025-11-13 07:04:38,0,1,0,0,0,0,1,0,0,0,5,1,fake_fee,1
SCAM_0408,Don't talk to the bank about this,Why the rush?,delaying,isolation,8,high,3,2024-12-19 15:53:24,0,0,0,0,0,0,0,0,0,0,3,1,isolation,0
SCAM_0409,Your account will be blocked if you don't pay,Can you provide official documentation?,expert_mention,urgency,6,high,4,2025-01-31 02:30:01,0,1,0,0,0,1,2,0,0,0,4,1,urgency,1
SCAM_0410,Tax clearance certificate fee required,Why the rush?,delaying,emotional_manipulation,5,medium,4,2025-09-22 05:37:19,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0411,Trust me my dear,I'll check with the bank first,expert_mention,isolation,8,high,4,2025-02-25 03:46:58,0,0,2,0,0,0,2,1,0,0,4,1,isolation,1
SCAM_0412,Currency conversion fee mandatory,There is no such thing as IMF code,counter_attack,fake_authority,7,high,5,2025-09-10 23:51:45,0,1,0,0,1,0,2,0,1,0,5,1,fake_authority,1
SCAM_0413,This is 100% legitimate process,The bank confirmed these requirements don't exist,expert_mention,fake_fee,10,critical,4,2025-01-01 06:34:55,0,0,0,0,0,0,0,1,0,0,4,1,fake_fee,1
SCAM_0414,There are limited offers today only,Can you provide official documentation?,expert_mention,threat,10,critical,5,2024-12-05 11:48:31,0,0,0,0,0,0,0,0,0,0,5,1,threat,1
SCAM_0415,There are additional fees required for transaction,This contradicts standard banking procedures,expert_mention,emotional_manipulation,5,medium,4,2025-04-13 08:54:00,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0416,Account activation charge,I work in cybersecurity and I know these tactics,delaying,emotional_manipulation,7,high,3,2025-08-19 05:26:47,0,1,0,0,0,0,1,0,1,1,3,1,emotional_manipulation,0
SCAM_0417,There are limited offers today only,"I'm not in a hurry, I can wait",counter_attack,isolation,8,high,5,2025-11-06 03:34:32,0,0,0,0,0,0,0,0,1,0,5,1,isolation,1
SCAM_0418,This is your last chance to withdraw,This is obvious scam,questioning,fake_fee,8,high,3,2025-05-04 01:55:26,0,0,0,0,0,0,0,0,0,0,3,1,fake_fee,0
SCAM_0419,International transfer authorization code,"I'm not in a hurry, I can wait",counter_attack,isolation,10,critical,4,2025-03-03 20:17:25,0,0,0,0,0,0,0,0,1,0,4,1,isolation,1
SCAM_0420,International transfer authorization code,Let me verify this with customer service,expert_mention,threat,10,critical,5,2025-10-26 13:01:47,0,0,0,0,0,0,0,1,0,0,5,1,threat,1
SCAM_0421,There are additional fees required for transaction,"I have enough money, I don't need to withdraw now",refusing,emotional_manipulation,5,medium,4,2025-10-23 04:47:04,0,1,0,0,0,0,1,0,1,0,4,1,emotional_manipulation,1
SCAM_0422,Document processing fee,"I have enough money, I don't need to withdraw now",counter_attack,emotional_manipulation,7,high,4,2025-02-22 19:10:13,0,1,0,0,0,0,1,0,1,0,4,1,emotional_manipulation,1
SCAM_0423,This is a mandatory security procedure,I'll check with the bank first,counter_attack,isolation,10,critical,4,2025-08-13 22:16:52,0,0,0,0,2,0,2,1,0,0,4,1,isolation,1
SCAM_0424,Document processing fee,Can you provide official documentation?,refusing,threat,9,critical,4,2025-08-15 16:42:11,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0425,I will lose my job if you don't pay,There is no such thing as IMF code,verification,threat,10,critical,4,2025-08-04 02:14:23,0,1,0,0,0,1,2,0,1,0,4,1,threat,1
SCAM_0426,Emergency service charge,I prefer to wait for official communication,verification,fake_fee,10,critical,5,2025-11-14 17:18:55,0,1,0,0,0,0,1,0,0,0,5,1,fake_fee,1
SCAM_0427,This is 100% legitimate process,Can you provide official documentation?,verification,fake_fee,10,critical,5,2025-10-15 17:55:41,0,0,0,0,0,0,0,0,0,0,5,1,fake_fee,1
SCAM_0428,Your account will be blocked if you don't pay,I work in cybersecurity and I know these tactics,refusing,isolation,8,high,4,2025-09-11 17:13:55,0,1,0,0,0,1,2,0,1,1,4,1,isolation,1
SCAM_0429,Document processing fee,"I have enough money, I don't need to withdraw now",delaying,urgency,9,critical,4,2025-07-09 06:30:27,0,1,0,0,0,0,1,0,1,0,4,1,urgency,1
SCAM_0430,Trust me my dear,This is obvious scam,expert_mention,threat,9,critical,5,2025-02-11 02:46:36,0,0,2,0,0,0,2,0,0,0,5,1,threat,1
SCAM_0431,Emergency service charge,"I'm not in a hurry, I can wait",verification,isolation,10,critical,4,2025-07-22 20:59:17,0,1,0,0,0,0,1,0,1,0,4,1,isolation,1
SCAM_0432,I will lose my job if you don't pay,Can you provide official documentation?,expert_mention,urgency,6,high,5,2025-09-11 03:41:31,0,1,0,0,0,1,2,0,0,0,5,1,urgency,1
SCAM_0433,Currency conversion fee mandatory,I work in cybersecurity and I know these tactics,expert_mention,urgency,6,high,5,2025-02-12 02:21:58,0,1,0,0,1,0,2,0,1,1,5,1,urgency,1
SCAM_0434,Currency conversion fee mandatory,This is obvious scam,refusing,isolation,9,critical,4,2025-09-28 19:04:22,0,1,0,0,1,0,2,0,0,0,4,1,isolation,1
SCAM_0435,This is a mandatory security procedure,"I have enough money, I don't need to withdraw now",questioning,isolation,10,critical,4,2025-09-12 03:04:25,0,0,0,0,2,0,2,0,1,0,4,1,isolation,1
SCAM_0436,Your account will be blocked if you don't pay,"I have enough money, I don't need to withdraw now",expert_mention,urgency,6,high,5,2025-09-11 02:45:45,0,1,0,0,0,1,2,0,1,0,5,1,urgency,1
SCAM_0437,Follow the instructions exactly,I'll wait for technical support response,questioning,threat,9,critical,5,2025-10-17 08:06:10,0,0,0,0,0,0,0,0,0,0,5,1,threat,1
SCAM_0438,Document processing fee,I work in cybersecurity and I know these tactics,delaying,threat,9,critical,3,2025-06-01 20:57:19,0,1,0,0,0,0,1,0,1,1,3,1,threat,0
SCAM_0439,This is a mandatory security procedure,Let me verify this with customer service,questioning,fake_authority,9,critical,3,2025-11-05 00:22:09,0,0,0,0,2,0,2,1,0,0,3,1,fake_authority,0
SCAM_0440,Tax clearance certificate fee required,I'll wait for technical support response,delaying,emotional_manipulation,7,high,4,2025-06-18 08:37:22,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0441,International transfer authorization code,"I'm not in a hurry, I can wait",expert_mention,emotional_manipulation,7,high,4,2025-10-19 03:52:06,0,0,0,0,0,0,0,0,1,0,4,1,emotional_manipulation,1
SCAM_0442,Tax clearance certificate fee required,The bank confirmed these requirements don't exist,verification,isolation,10,critical,5,2025-11-16 06:27:34,0,1,0,0,0,0,1,1,0,0,5,1,isolation,1
SCAM_0443,Tax clearance certificate fee required,This contradicts standard banking procedures,expert_mention,threat,9,critical,4,2025-06-24 17:29:43,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0444,Emergency service charge,This doesn't make sense,questioning,urgency,9,critical,4,2025-09-27 22:40:31,0,1,0,0,0,0,1,0,0,0,4,1,urgency,1
SCAM_0445,Tax clearance certificate fee required,I'll wait for technical support response,questioning,emotional_manipulation,7,high,4,2025-10-15 03:11:12,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0446,Urgent payment required to unlock funds,I prefer to wait for official communication,expert_mention,emotional_manipulation,7,high,5,2025-06-07 07:32:12,1,1,0,0,0,0,2,0,0,0,5,1,emotional_manipulation,1
SCAM_0447,Account activation charge,I'll verify with official sources,verification,fake_authority,7,high,5,2025-08-13 03:40:08,0,1,0,0,0,0,1,1,0,0,5,1,fake_authority,1
SCAM_0448,This is your last chance to withdraw,I'll check the company's official website,expert_mention,emotional_manipulation,4,medium,5,2025-09-20 23:32:30,0,0,0,0,0,0,0,1,0,0,5,1,emotional_manipulation,1
SCAM_0449,Account activation charge,I'll check the company's official website,verification,isolation,9,critical,5,2025-10-06 06:25:15,0,1,0,0,0,0,1,1,0,0,5,1,isolation,1
SCAM_0450,Document processing fee,There is no such thing as IMF code,delaying,emotional_manipulation,7,high,3,2024-12-12 15:41:11,0,1,0,0,0,0,1,0,1,0,3,1,emotional_manipulation,0
